adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/kxQiIJ4gVcD3K6o14MJ72p5yRcE.jpg,"[10751, 35, 12, 14, 16]",1226863,en,The Super Mario Galaxy Movie,面對反派勢力再度崛起，瑪利歐也為蘑菇王國挺身而出迎戰，大喊：「先過我這一關！」碧姬公主則與奇諾比奧迅速打包啟程，前往銀河尋找羅潔塔公主；一群色彩繽紛又可愛的奇可也加入行列。,828.4621,/yAI5H1T6qzFPHml5PFC7rthjRU3.jpg,2026-04-01,超級瑪利歐銀河電影版,False,6.8,521
False,/1x9e0qWonw634NhIsRdvnneeqvN.jpg,"[10749, 18]",1523145,ru,Твоё сердце будет разбито,,434.1481,/iGpMm603GUKH2SiXB2S5m4sZ17t.jpg,2026-03-26,Твоё сердце будет разбито,False,7.094,65
False,/u8DU5fkLoM5tTRukzPC31oGPxaQ.jpg,"[878, 12, 14]",83533,en,Avatar: Fire and Ash,這次的故事敘述從人類歸化納美族並當上首領的傑克蘇里、妻子納美戰士奈蒂莉及蘇里的家人一同，在經歷奮戰與傷痛後，依然必須展開全新冒險，也將面臨新登場反派的威脅。,329.658,/wCqdYTvQSNITnTUrJ5xwzSMrAB1.jpg,2025-12-17,阿凡達：火與燼,False,7.372,2645
False,/8Tfys3mDZVp4tNoH2ktm06a0Tau.jpg,"[878, 12]",687163,en,Project Hail Mary,科學老師萊倫格雷斯在一艘距離地球好幾光年的太空船上醒來，卻對自己的身分和來到這裡的原因一無所知。隨著記憶逐漸恢復，他開始揭開任務的真相，解開一種神祕物質導致太陽衰亡的謎團。他必須運用自己的科學知識與創意想法，拯救地球的滅絕危機……但一位意料之外的訪客，讓他或許不用獨自奮鬥。,262.4292,/aHFJ7HM6Gly2KFqs8MaIXoOseii.jpg,2026-03-15,極限返航,False,8.216,1561
False,/sS3zGYFPcfM5pArVNWl6qLyaSmU.jpg,"[16, 28, 12, 14]",980431,en,"Avatar: Aang, The Last Airbender",安，意外得知一股古老力量，或許能拯救他的族群免於滅絕。在夥伴們的協助下，他踏上一段橫跨世界的尋找之旅，試圖在這股力量落入歹人之手、威脅到他們傾盡一切才換來的和平之前，搶先找到它。,316.0527,/gPiyTLo5GGwtJl0L8TlaJF9r0KE.jpg,2026-10-09,降世神通：最後的氣宗,False,0.0,0
False,/gM1kQRPwOVW1Eos5tVWqcYmHR5S.jpg,"[27, 9648]",1470130,en,The Mortuary Assistant,殯葬學畢業生麗貝卡·歐文斯在河畔殯儀館找到一份夜班工作。這份工作起初看似平常，但很快便變得詭異起來，她開始面對可怕的超自然力量。,263.8668,/72AoFPC5TY4DfJwXXS9rPwPeReD.jpg,2026-02-13,停屍間助手,False,5.421,76
False,/u53UYu5XG2hNgWGvs3xGhAVzypl.jpg,"[16, 10751, 878, 35, 12]",1327819,en,Hoppers,熱愛動物的梅寶逮到了一個機會，藉由新科技讓意識進入到栩栩如生的機器動物身上。有了能夠和動物溝通的新能力，她在自家後院揭開了一個連作夢也想不到的神祕世界。,226.1527,/k27kmEQvkMHvx9R4hIPXg2opOOi.jpg,2026-03-04,狸想世界,False,7.586,482
False,/3ooXDVaz4xHKtwe4lkmF1gNopOC.jpg,"[27, 53]",1290417,en,Thrash,在一場毀滅性的颶風中，一個沿海小鎮正奮力對抗大自然的憤怒以及鯊魚的襲擊。在傾盆大雨、飛散的殘骸和伸手不見五指的黑暗中，他們團結一心，勇敢面對致命的掠食者，努力在風暴中生存下來。,206.5751,/nSo9ppiNfAOHFRlZPVQlx0W4fzD.jpg,2026-04-10,狂鯊風暴,False,5.999,341
False,/bYkgJUGlkDrKzCrN6Jrd1qVx9aB.jpg,"[35, 10749]",20222,es,Sexo con amor,,286.2109,/9hpzzyMiVSHvoX9HHa3yG6d1Jb9.jpg,2003-03-27,Sexo con amor,False,6.519,241
False,/jRsjWwZzI39bTm44FNhRtiICd9k.jpg,"[35, 28, 12]",1084577,en,Balls Up,在這部重口味、尺度炸裂的喜劇中，行銷專員布萊德 與伊萊賈 放手一搏，大膽提案讓全方位包覆保險套品牌冠名贊助世界盃。沒想到兩人在巴西的酒醉狂歡引爆全球醜聞。暴怒球迷、窮凶惡極的罪犯、權欲薰心的官員接連殺來。兩人只能亡命天涯，拚了老命也要保住飯碗、平安返家。,214.69,/bW5USzie3abCz9RO0gMwakrSxWG.jpg,2026-04-15,凸槌拍檔,False,5.442,78
False,/nHxWyy18SvAZ8jJeemtS8k1UNjM.jpg,"[28, 80, 53]",1290821,en,Shelter,一名隱居在蘇格蘭偏遠小島的男子，遠離現代社會不與外界接觸，卻在拯救一名落海的少女後，引發了一連串危機，並導致他的住處小島遭到襲擊，這迫使他面對自己的過往並作出反擊。,217.5428,/x6XQgaPlE3QuW9pW0ETX6fmDZwi.jpg,2026-01-28,天眼浩劫,False,6.8,566
False,/wns4x1GyxCudgOZRyhXKjXVJf3T.jpg,"[12, 53, 878]",840464,en,Greenland 2: Migration,倖存的蓋瑞提一家必須離開安全的格陵蘭島避難所，踏上危險的旅程，穿越歐洲滿目瘡痍的冰凍荒原，尋找新的家園。,217.9235,/ckzyaJz1GteVpTAP9vXVDatKkKQ.jpg,2026-01-07,天劫倒數 2：大遷徙,False,6.484,879
False,/gCmfeKmEAZBP5gcXpiqb0gii9rS.jpg,"[27, 53, 35]",1198994,en,Send Help,兩個同事在飛機墜毀後成為僅存的生還者，困在一座荒島上。他們必須拋開過去的恩怨，同心協力求生。但他們已經不在辦公室裡了，於是在這部原創黑色心理驚悚片中，爆發了一場令人不安、諷刺幽默的意志與機智之戰。,177.9039,/wcm09e232izMfEPqhgS1hRILFqK.jpg,2026-01-22,荒島囚救,False,7.038,1028
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"[10751, 35, 12, 14, 16]",502356,en,The Super Mario Bros. Movie,"任天堂暨照明娛樂共同出品一部改編自最受歡迎電玩遊戲《超級瑪利歐兄弟》的全新動畫片《超級瑪利歐兄弟電影版》。  《超級瑪利歐兄弟電影版》一片的導演是亞倫霍瓦斯和麥可傑勒尼克（卡通影集《少年悍將GO！》、《電影少年悍將GO！》），編劇是馬修福格（《樂高玩電影2》、《小小兵2：格魯的崛起》），配音演員包括克里斯普瑞特（瑪利歐）、安雅泰勒喬伊（碧姬公主）、查理戴（路易吉）、傑克布萊克（庫巴）、基根麥可奇（奇諾比奧）、塞斯羅根（咚奇剛）、佛萊德阿米森（庫朗奇剛）、凱文麥可理查森（卡美克）以及賽巴斯汀曼尼斯葛爾柯（布拉奇）。 這部動畫片的製片是照明娛樂創辦人和執行長克里斯梅勒丹德利以及任天堂的「瑪利歐之父」宮本茂。這部動畫片將由環球影業與任天堂共同出資製作，並由環球影業全球發行。",171.9317,/lZVumU6dplne9LpitkVDYxhKSDl.jpg,2023-04-05,超級瑪利歐兄弟電影版,False,7.587,10497
False,/7lizs4SuEU2ihkkAa0SZ66NtHbl.jpg,"[28, 53]",1641319,en,Sniper: No Nation,在傭兵的追捕下，布蘭登·貝克特和傳奇父親展開不可能的拯救任務。,179.0305,/90r36e8iJ9PeXCq5FBtNcqtCiBE.jpg,2026-04-07,戰略陰謀：無國之戰,False,6.2,30
False,/vG42HeYtoTFflqwP42wYD7tBuNr.jpg,"[80, 53]",1171145,en,Crime 101,他沿著陽光炙烤的洛杉磯101號公路，接連得手一樁樁精密計算的搶案，滴水不漏的手法讓警方束手無策。一名獨來獨往的警探（馬克魯法洛飾）緊咬其後，誓要將他繩之以法。當兩人的行動與心灰意冷的保險經紀人（荷莉貝瑞飾）意外交錯，三人被迫各自面臨抉擇，數百萬美元懸而未決，致命結局一觸即發。,166.6444,/tzD1L95oAVJHx8v6n366g6uyQVG.jpg,2026-02-11,犯罪101,False,6.986,725
False,/zc08qkHtWfZ2cQGQBK1S5yafJmR.jpg,"[27, 9648]",1304313,en,Lee Cronin's The Mummy,一位記者的年幼女兒在沙漠中神祕失蹤並音訊全無。八年後，當她突然出現在家人面前時，這個早已破碎的家庭震驚不已；原本應該是重逢的喜悅，卻逐漸演變成一場活生生的惡夢。,168.596,/ifAfTlxNblB1Hpye7PuOrv3NUWo.jpg,2026-04-15,李克寧 墓乃伊,False,6.815,92
False,/tq3h43fZy0H80vzf47MAY7R9Mxo.jpg,"[16, 35, 10751]",1297842,en,GOAT,威爾是一隻年輕小山羊，但是山羊雖小夢想俱全，他意外獲得一次千載難逢的機會，能加入「職吼聯盟」挑戰最高榮譽，這是一項節奏超快、各種動物混合的高強度球類運動，由全世界最迅捷、最兇猛的動物稱霸。雖然威爾的新隊友對於這隻小山羊的加入興趣缺缺，但他決心顛覆這項運動，用行動證明：「小個子也能打出大場面！」,149.8169,/1BkdscLOGFfKEAb3pbnCxe0ncXX.jpg,2026-02-11,山羊巔峰,False,7.908,411
False,/t9J2HXaDuJR7bvIG9XF7mttn4VY.jpg,"[27, 9648, 80]",1159559,en,Scream 7,當新的鬼臉殺手在席妮皮斯考克建立全新生活的寧靜小鎮出現時，她最深層的恐懼終於成真，這次她的女兒成為鬼臉殺手的下一個目標。為了保護家人，席妮被迫再度面對過去的恐怖夢魘，下定決心要徹底終結這場血腥的惡夢。,131.2172,/vhCUlEsfshjLcOzKpg6EbvyLJQT.jpg,2026-02-25,驚聲尖叫7,False,6.033,766
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,為了面對與鬼即將到來的決戰，竈門炭治郎和隊員們集體參加聯合強化訓練《柱訓練》。此時，鬼舞辻無慘卻出現在「鬼殺隊」的大本營產屋敷府。「柱」們與炭治郎在無慘的操縱之下落入了充滿謎團的空間，炭治郎等人落下的地方，正是鬼的大本營「無限城」──「鬼殺隊」與「鬼」的決戰，序幕就此揭開。,137.2521,/hbsDRvRt7RSSPBwNNGpWnim4Ez6.jpg,2025-07-18,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,False,7.686,797
False,/fPfDB0IHOqvmKIzFP9CA51OOS1N.jpg,"[27, 53]",1010755,en,The Strangers: Chapter 3,在該系列最殘酷的章節中，瑪雅與蒙面殺手發生衝突，並發現擺脫噩夢的唯一方法……就是進入噩夢之中。,147.297,/4OA8SW1XQhMQz2wOgmUAt3Ba49W.jpg,2026-02-05,嗜殺路人丙,False,5.664,113
False,/qXxFWyur7jFkg2aQgENcXuyYeHF.jpg,"[27, 9648]",1480387,en,undertone,,131.9687,/2PFgFMnrdCPXWiZl1PUvky7Mo9D.jpg,2026-03-12,undertone,False,6.687,75
False,/1ytf7rzkZ7RLlMnBdGggQ0ENe6z.jpg,"[27, 53]",1418657,en,The Yeti,,108.5458,/zaqEfoKcWkVni2eONhJ7DRhMO8Q.jpg,2026-04-04,The Yeti,False,6.823,31
False,/6yeVcxFR0j08vlv2OlL6zbewm4D.jpg,"[28, 878, 53]",1265609,en,War Machine,陸軍遊騎兵訓練只剩下最後一項艱鉅任務，一位戰鬥工兵必須率領小隊與超乎想像的巨大殺戮機器作戰。,102.4607,/dlYoMQKhjMKWTywKGgRkr9QQRuZ.jpg,2026-02-12,侵略機器,False,7.247,1467
False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,"[16, 10751, 9648, 12, 35]",1084242,en,Zootopia 2,警官哈茱蒂和胡尼克這次搭檔追蹤一隻神祕爬蟲類的蜿蜒蹤跡。牠的到來，把這座以哺乳類為主的大城市搞得天翻地覆。為了破案，茱蒂與尼克必須到城市裡意想不到的新地點進行臥底，辦案過程處處碰壁，案件影響層面更是盤根錯節，背後是否有更深藏不露的藏鏡人在操控一切？兩人的搭檔關係也面臨前所未有的考驗……,104.9257,/uBA60tRUHQ5SpiWSvTvWzK9gdHT.jpg,2025-11-26,動物方城市2,False,7.603,2573
False,/pmGkvEWKFDapogIzkG7TqB0aeYE.jpg,"[27, 53]",1526650,zh,泥娃娃,在遊戲公司工作的旭川（楊祐寧 飾），為開發一項新的恐怖VR遊戲，意外將一尊來自凶宅現場的殘破泥娃娃帶回家，沒想到懷有身孕、身為文物修護師的妻子慕華（蔡思韵 飾）對其產生異常執念，不斷進行修復。隨著家中怪事頻傳，慕華狀態也越來越虛弱，旭川無計可施，輾轉求助通靈驅魔人阿生（張軒睿 飾），而泥娃娃背後深埋的駭人祕密，也隨之浮出水面⋯⋯,97.2695,/3epkiHj6FacptxIfRiDZFQXUyL7.jpg,2025-10-09,泥娃娃,False,6.729,24
False,/avwIERZtWiWa34qShf5biDzAVaF.jpg,"[35, 18]",1049471,en,Outcome,自六歲起便成為好萊塢招牌明星的瑞夫霍克遇上了難關。在得知有人企圖以一支神祕影片勒索他後，瑞夫決定搶先展開一場贖罪之旅，不但要彌補過錯，更要面對心魔並避免被封殺。,89.173,/vLhMnfWbOtrZj6S8bSfJsGstyn2.jpg,2026-04-06,腥途惡果,False,5.382,119
False,/7uXzE0ZBkbAeKylOz7cUQF4Yw75.jpg,[18],879945,nl,L'homme inconnu,為了找尋下一本小說的題材，作家路易駛往風光明媚的蔚藍海岸，展開短期的寫作兼放鬆之旅。某天，他無意間瞄到年輕情侶湯米與梅蘭妮在海邊忘我地親熱，此景激起了他的好奇心，也因此開啟他與湯米的緣分。湯米友善的態度與隱約的試探燒起了路易內心的飢渴，男孩的厚實胸膛、肌肉線條、甚至每一吋肌膚，更成為他的創作靈感……,88.7901,/4TpBhdaSl5ALHbgeaYOLF8Q3haz.jpg,2021-10-16,海岸好春光,False,7.3,3
False,/l8rKKMU2M9dDULO9CEtDNdWAEUJ.jpg,"[878, 27, 14]",1159831,en,The Bride!,孤單寂寞的科學怪人(克里斯汀貝爾 飾)前往 1930 年代的芝加哥，請求極具開創性的科學家尤弗尼斯博士(安妮特班寧 飾)為他創造一名伴侶。他們兩人聯手讓一名被謀殺的年輕女子復活，科學新娘(潔西伯克利 飾)就此誕生。然而接下來發生的事情遠遠超乎他們的想像：謀殺！著魔！一場狂野激進的文化運動！以及一對亡命鴛鴦轟轟烈烈的危險戀情！,91.0492,/zQOqEyTVmeWNjmmaRorLf93risc.jpg,2026-03-04,科學新娘！,False,6.2,335
False,/zTnAnYIn0Iv3cn0ZHlzLhou3ybm.jpg,"[9648, 53]",1368166,en,The Housemaid,生活困頓的米莉得到在妮娜和丈夫安德魯的豪宅擔任幫傭的機會，她原本以為這是人生的嶄新開始，殊不知這對生活富裕的夫妻有著不可告人的危險祕密……,97.4376,/scBrLhUMhL5eYgRvyO67AkiS4Fo.jpg,2025-12-18,家弒服務,False,7.216,1879
False,/v0NEB75SZjxY8GS3ho8WeEvjIT3.jpg,"[9648, 18, 27]",680493,en,Return to Silent Hill,在失去畢生摯愛瑪麗後，傷心欲絕的詹姆斯始終無法走出陰影。然而某一天，詹姆斯收到一封瑪麗自沉默之丘寄出的信。為了再見上瑪麗一面並找出真相，詹姆斯重返兩人當初邂逅的小鎮沉默之丘，但他卻發現這座小鎮已淪為被恐怖生物占據的荒涼異境……,113.3976,/rpVackYVz9HGfMz7uKjIGH7W2YI.jpg,2026-01-21,重返沉默之丘,False,5.156,382
False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"[878, 53]",755898,en,War of the Worlds,一場龐大的入侵即將來臨，伴隨而來的是對同名傳奇小說的全新演繹。著名女演員伊娃・朗格莉亞聯同傳奇饒舌歌手兼演員冰塊酷巴，以及米高・奧尼爾與伊曼・賓森，展開一場驚心動魄、超越現實的歷險旅程，當中充滿與現代息息相關的科技、監控與私隱議題。,84.7438,/9RLZ48UeVpICPWa7jK2pZPOp2Ve.jpg,2025-07-29,世界大戰,False,4.138,957
False,/yJi6g0CnsqANLNuVaRX28tZxeHX.jpg,"[27, 9648]",1193501,en,Whistle,《索命哨》一群學生髮現了一個阿茲特克“索命哨”，不信邪的他們招來了自己的死亡……,111.9862,/dTVauJYgoPBPBJKQOGEsMO9VUOY.jpg,2026-01-20,索命哨,False,6.0,242
False,/jJmlCFi5EjpH5vHmOczRiVDm0qS.jpg,"[28, 53]",1613798,es,Venganza,當妻子慘遭殺害之後，曾立下赫赫戰功的特種部隊英雄卡洛斯艾斯特拉達，人生只剩下唯一的信念：復仇。在命運一次出人意料的轉折中，他成為百萬富翁，於是將財富化為武器庫，並與最信任的戰友們一起，展開對兇手毫不留情的追捕。,253.4732,/bHkqEMAEi8Bc6t0RKHAPhKBrNBM.jpg,2026-02-26,血債軍團,False,5.966,29
False,/jSxeFrFCajefwka3TTRY4k8XVEX.jpg,"[27, 35]",1266127,en,Ready or Not: Here I Come,在變態富豪拉多馬斯家族的殺人躲貓貓遊戲中倖存後，新娘葛蕾絲本以為一切都在遊戲結束後，殺戮就隨之終止，沒想到發現自己卻進入了這場噩夢遊戲的下一階段！而這次，她疏遠已久的妹妹費絲也被牽扯進來。葛蕾絲只有一次機會能存活、保護她的妹妹，並奪下掌控世界的議會「至高之座」。同時面對四個為了王座而追殺她的敵對家族，而最終勝出者將能掌控一切。,74.599,/6101Vi0RXKjzjzu92PiXQg8ZkkP.jpg,2026-03-19,弒婚遊戲：2度開局,False,6.939,236
False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"[12, 35, 27]",1234731,en,Anaconda,道格和格里夫自小就是最要好的朋友，他們一直夢想能重拍他們最喜愛的「經典」電影【大蟒蛇】。當中年危機推動他們決定放手一搏時，他們深入亞馬遜叢林開始拍攝。然而，當真正的巨蟒現身時，原本滑稽混亂的片場瞬間變成致命戰場。他們夢寐以求想完成的電影，可能真的會要了他們的命……,85.9785,/e6NB90pioCGsSaQE3KXMpVexIyu.jpg,2025-12-24,大蟒蛇,False,5.873,1019
False,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,故事接續《蜘蛛人：離家日》片尾，描述號角日報對外公佈了蜘蛛人真實身份是彼得帕克後，警察指控他利用無人機殺害神秘法師，讓彼得帕克遭到輿論攻擊、而他與親友的生活也大受影響。為了改變現況，絕望的彼得帕克找上了「奇異博士」，希望他施展法術讓大家忘記他是蜘蛛人的事實。,79.3508,/fm3fiiKCTJip2UAn78XJ8Avo49i.jpg,2021-12-15,蜘蛛人：無家日,False,7.934,21801
False,/5KFThZkdBEQkp9gPWWWNb5CI5yD.jpg,"[53, 28, 18]",1268127,ko,휴민트,南韓情報員在俄羅斯調查販毒集團時，與北韓特務狹路相逢，兩人因此身陷險境，捲入錯綜複雜的祕密之中。,75.26,/cNThncbZW5M0r18yusrcXmS92Ky.jpg,2026-02-11,諜報暗線,False,7.224,98
False,/z3bzhmC0CPikWeerUkLO73YvGrC.jpg,"[10402, 53, 28, 27]",1084187,en,Pretty Lethal,這是一部動作場面滿點的驚悚片。五名芭蕾舞者在前往舞蹈比賽途中受困偏僻森林，只能投宿由黛沃拉卡西默經營的詭異路邊旅店。為了活命，她們必須將精英訓練化為武器。,90.6823,/hOWBt0j7ccH09hglIcQKeTbj85E.jpg,2026-03-13,舞夜殺機,False,6.836,287
False,/CpLAfXgSNeNRRbRzPrTuzKmIHO.jpg,"[18, 35]",350,en,The Devil Wears Prada,＜RUNWAY＞雜誌是紐約時尚界聖經，總編米蘭達是難纏的大人物。只要稍有自尊的人，絕對無法在她手下工作，可是進入＜RUNWAY＞又是所有對時尚有熱情的年輕女孩最大的夢想。 剛畢業的社會新鮮人安德莉亞，憑著西北大學的漂亮履歷，進入＜RUNWAY＞位於曼哈頓總部辦公室。不服輸的她準備擔任米蘭達的助理。這名從頭到腳全是Prada的女士，將為她的人生帶來最殘酷的考驗。 漸漸地，安德莉亞讓自己融入米蘭達要求的氣質和形象，很短時間裡，她學會了這一行說話的模樣身段及行事方法。只是，當她越嫻熟米蘭達所在世界的遊戲規則，她也發現這其實是一個表面上精彩華麗但其實很孤獨的世界，值得嗎？安德莉亞靠自己找到她的答案。,105.3256,/he6k1x5nlGGhahh1xSyApU4fGeR.jpg,2006-06-29,穿著PRADA的惡魔,False,7.39,12949
False,/uNToXatdunyvWXyXMrTI1nLvh6r.jpg,"[35, 878, 80]",1115544,en,Mike & Nick & Nick & Alice,換帖的幫派兄弟意外愛上同一個女人，他們試圖在人生中最危險的一夜求生存。這樣似乎還不夠混亂，竟然還出現時光機？！,76.4344,/tGfRTox6Z8VDLeMSogqxvAsqE7C.jpg,2026-03-14,我當你兄弟,False,6.753,251
False,/tZiRd4IpoNiaoLXr2o2YfhTMjE2.jpg,"[12, 28]",662707,en,Starbright,,81.6098,/m1Zl07DNYeSyNcz9hf8hDsS2oB5.jpg,2026-02-27,Starbright,False,7.038,13
False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"[28, 80, 18, 53]",1419406,zh,捕风追影,一夥天才盜匪劫走數億資産，卻憑借超強反偵察能力全身而退，戲耍警方“天眼”系統。一籌莫展之際，澳門司警局請回了隱退多年的跟蹤專家黃德忠（成龍 飾），他培養年輕司警何秋果（張子楓 飾）等人，重組“神秘跟蹤隊”，最終鎖定了盜匪團的幕後狼王傅隆生（梁家輝 飾）。當警方布下天羅地網之時，盜匪團也設下局中局，鬥智鬥勇鬥心眼，一場高端貓鼠局拉開帷幕......,90.3421,/31peMoZb4UN6jv7OB2i4yXdCiQj.jpg,2025-08-16,捕風追影,False,7.225,579
False,/cW8iKmWA6JAHgvNMyvrjqWd1dNp.jpg,[35],1511057,en,Roommates,內向的大學新鮮人戴雯找酷女孩賽莉斯特當室友，這段友誼才剛萌芽，卻迅速轉變成一場小動作大戰。,78.4163,/iuJFWAR1m51qPQafO7z6hyzfNTu.jpg,2026-04-13,我的室友好雷,False,6.5,35
False,/5rxEnsgriw8z065q51lrvPKYmCL.jpg,"[10749, 18]",1367642,en,Reminders of Him,在和男友有一次看似完美的約會之後，肯娜（【推動搖籃的手】、【長腿】瑪嘉夢露 飾）犯下一個無法彌補的錯誤，使她被送進監獄。七年後，她回到懷俄明州的家鄉，希望能夠重新建立她的人生，並且爭取與她從未見過的女兒蒂恩母女團圓的機會。,70.1343,/9J1fJsd39irl5lzqnDs2HM3Z4sz.jpg,2026-03-11,你留下的痕跡,False,7.135,130
False,/2ssWTSVklAEc98frZUQhgtGHx7s.jpg,"[12, 18, 878]",157336,en,Interstellar,由於地球即將毀滅，一群探險家扛起人類史上最重要的任務：越過已知的銀河，在星際間尋找人類未來的可能性。  未來地球的劇烈氣候變化已影響到農業，地球上的農作物難以種植。一隊探險者作為「拯救人類未來計劃」成員，根據理論物理學家基普·索恩的理論，突破科學極限、穿越「蟲洞」進行時間旅行、到太空尋找其他可以種植的農作物...  馬修與安海瑟薇登陸不同的星球探測有機體，遭遇巨浪海嘯來襲；執行任務時，多次面臨個人存亡與拯救地球的掙扎，馬修與女兒的親情刻劃也是重頭戲，片中浩瀚壯麗的宇宙美景令人嚮往。,62.7208,/7z0QoRia9Tknxe1R1vz7jwkzUrm.jpg,2014-11-05,星際效應,False,8.47,39420
False,/cK070s3Qdn1Ib7Gq8RgIyJKgvu3.jpg,"[18, 35]",77338,fr,Intouchables,菲利普是家財萬貫的富翁，在一次跳傘意外導致終生癱瘓，不得不雇用看護來幫他打點生活，而他萬中選一的看護人選，竟是來自郊區又有前科的黑人混混。不拘小節、樂觀又熱情幽默的德里斯，飆車、熱舞樣樣來，讓菲利普原本規律的生活大亂！困坐輪椅的富翁，遇上剛出獄的毛頭小子，兩個靈魂相互碰撞、融合，交會出無堅不摧的另類友情，管他貧富還是種族隔閡，誰說真心不能黑白配？,45.2653,/bqnDQ4iurs10YFX7wzIqVOJPBRL.jpg,2011-11-02,逆轉人生,False,8.3,18305
False,/r9aYDDP7tHpwCvQbOxcfhZFBT63.jpg,[27],1610418,en,The House on Haunted Grounds,,61.4714,/750RNSHr25GQcCr2Ws8iSGrHJA9.jpg,2026-01-09,The House on Haunted Grounds,False,5.6,6
False,/ciQTFPRtGGCZ3QA97ZCPN12saD6.jpg,[10749],418579,ko,어린 형수,,62.1666,/jAGlDPyNfLvGMXI3Gt9E4SrRtHg.jpg,2016-09-27,어린 형수,False,6.0,2
False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"[28, 12, 53, 80, 18]",7451,en,xXx,馮迪索飾演一位爭勇好鬥天不怕地不怕的毒販，因緣際會下被美國政府CIA 吸收成為臥底的線人，任務是滲入一個計畫毀滅世界的年輕恐怖組織中，搜集組織的犯罪證據。  身處於充滿暴力和危險的組織裏，馮迪索該如何憑著勇氣和冒險心獨力完成這個艱鉅的任務？,63.3928,/4BApOzZUP24DHznRvnJnRsXQVJ4.jpg,2002-08-09,限制級戰警,False,5.985,4859
False,/iQSXJs6RbTumcwxMjCedDoK99rx.jpg,"[53, 80, 18]",1659087,en,180,一場突如其來的行車糾紛害兒子命在旦夕，盛怒的父親因而踏上煎熬又黑暗的復仇之路。,70.7408,/p79mJw7ILs8WeISptlr6FbKdJS1.jpg,2026-04-16,180 度,False,5.156,16
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"[878, 28, 12]",24428,en,The Avengers,邪惡勢力悄悄集結，力量已龐大到極為驚人的地步，危機已非任何英雄能獨力面對。為了保護地球的安危，神盾局局長尼克福瑞費盡心力將各方超級英雄聚集一堂，包括鋼鐵人、浩克、雷神索爾、鷹眼與黑寡婦，還有剛從冰獄裡甦醒的美國隊長。於是「復仇者聯盟」就此組成，然而各自擁有強大神力或武器的超級英雄，必須能夠放下彼此之間的偏見，同心協力找到合作的模式，才有機會與邪惡勢力一博。而要阻止邪惡計畫的他們，團結的力量真能成功擊敗敵人？,55.5394,/xCOFfuGNCLPmYkoKvtHQuKhQlXE.jpg,2012-04-25,復仇者聯盟,False,8.002,37297
False,/61RYedFgX1K07xgVIvdJzukSR4g.jpg,"[35, 18, 10751, 10749]",848116,hi,रॉकी और रानी की प्रेम कहानी,富三代洛基，領口開得太低，腦子不如胸肌，家裡有錢到很了不起；電視主播菈妮，聰明自信獨立，專問辛辣問題，保守派碰到她都一肚子氣。為了找到失智爺爺口中的女性，洛基循著照片找上菈妮和奶奶助他一臂之力，更發現長輩們有一段舊情。兩人積極促成這段黃昏戀曲，也在相處中曖昧調情，他付出真心真意，她卻只是玩玩而已。經過千頭萬緒彼此終於互表心意，本以為就要走向完美結局，但截然不同的家庭背景，才是阻擋他們的最大問題⋯⋯。,73.9233,/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,2023-07-28,寶萊塢之我們相愛吧,False,6.068,81
False,/vSQSYd2zZTqc0zmHImwWEGGluMI.jpg,"[10749, 18]",1316092,en,"""Wuthering Heights""",凱西和希斯克里夫兩位主人翁，兩人萌生禁忌之愛，從浪漫演變為令人沉醉，發展出一段充滿慾望、愛情與瘋狂的史詩故事。,71.4116,/2cYFk836eE4iFz2n5yU2VOeU0hr.jpg,2026-02-11,“咆哮山莊”,False,6.526,786
False,/hHDNOlATHhre4eZ7aYz5cdyJLik.jpg,"[27, 53, 878]",1272837,en,28 Years Later: The Bone Temple,延續丹尼鮑伊和艾力克斯嘉蘭在《28年毀滅倒數》創造的世界觀，卻徹底顛覆它的基調，由 妮亞達科斯塔執導的《28年毀滅倒數：人骨聖殿》帶來史詩般的續篇。由雷夫范恩斯飾演的凱森醫生，捲入一段令人震驚的新關係，這段關係可能徹底改變人類對世界的認知；同時，史派克碰上吉米的遭遇則演變成無法逃脫的惡夢。在《28年毀滅倒數：人骨聖殿》的世界裡，感染者不再是生存的最大威脅，人類彼此間的冷酷無情反而更加詭譎且令人恐懼。,55.3213,/xHLVXu5gZAY0jeQ5BTktDA7ZlSW.jpg,2026-01-14,28年毀滅倒數：人骨聖殿,False,7.154,1031
